id,review_text,date,rating,expected_sentiment,expected_category,expected_priority
321,Way overpriced compared to alternatives. Not worth it.,2026-08-17,2,Negative,Pricing / Billing,Medium
322,App froze and I lost 5 minutes of work. Not cool.,2026-02-19,2,Negative,Bug / Crash,Critical
323,"Works as advertised. No complaints, no excitement.",2025-02-25,3,Neutral,Praise,Low
324,Too expensive for what it does. other tools does the same for free.,2025-04-27,3,Negative,Pricing / Billing,Medium
325,Had to watch YouTube videos just to learn basic open settings.,2025-02-10,1,Negative,Onboarding,Medium
326,Absolutely love this app! It does exactly what I need.,2026-02-26,4,Positive,Praise,Low
327,I've been using the app for 56 days and still feel lost.,2026-05-05,1,Negative,Onboarding,Medium
328,The setup process has way too many steps. Almost gave up.,2025-10-07,3,Negative,Onboarding,Medium
329,It's OK I guess. Nothing special but it works.,2025-06-17,2,Neutral,Praise,Low
330,The app is incredibly laggy since the last update.,2026-09-11,2,Negative,Performance,High
331,Just downloaded it. Will update my review later.,2026-08-03,3,Neutral,Praise,Low
332,It works. Not much else to say.,2025-04-15,2,Neutral,Praise,Low
333,It does the basics. calendar integration would be a nice addition.,2025-09-18,3,Neutral,Feature Request,Low
334,Meh. It's fine for what it is.,2025-08-23,3,Neutral,Praise,Low
335,"Clean, intuitive, and fast. Exactly what an app should be.",2025-03-23,5,Positive,Praise,Low
336,Dark mode is broken — some text is invisible on dark backgrounds.,2026-07-14,3,Negative,UX / Design,High
337,The app works but I wonder if custom themes is on the roadmap.,2026-06-07,3,Neutral,Feature Request,Low
338,Just downloaded it. Will update my review later.,2025-02-13,3,Neutral,Praise,Low
339,"Works as advertised. No complaints, no excitement.",2025-04-12,3,Neutral,Praise,Low
340,Been using this for 53 months and it just keeps getting better.,2025-03-26,5,Positive,Praise,Low
341,Constant crashes when using collaboration. Very frustrating.,2026-06-22,2,Negative,Bug / Crash,Critical
342,Amazing app! It makes login so much easier.,2026-09-15,5,Positive,Praise,Low
343,The new design is terrible. Everything looks the same.,2026-12-13,1,Negative,UX / Design,Medium
344,The app is amazing. My only wish is multi-account integration.,2025-07-16,4,Positive,Feature Request,Low
345,It's a planning app. It does planning things.,2026-04-03,2,Neutral,Praise,Low
346,It works. Not much else to say.,2025-01-01,3,Neutral,Praise,Low
347,Automatic renewal without warning. Shady business practice.,2025-07-12,2,Negative,Pricing / Billing,High
348,First review on the App Store. Seems fine so far.,2025-02-15,3,Neutral,Praise,Low
349,App uses too much battery. Drains 45% in an hour.,2025-04-27,1,Negative,Performance,Medium
350,"Love it, but please add custom themes. That would make it perfect.",2025-09-16,5,Positive,Feature Request,Medium
351,Recommended this to all my friends. Everyone loves it.,2025-05-11,4,Positive,Praise,Low
352,Really enjoy using this. collaboration would be the cherry on top.,2025-08-26,5,Positive,Feature Request,Low
353,Five stars! The team behind this app really cares.,2025-03-05,5,Positive,Praise,Low
354,The setup process has way too many steps. Almost gave up.,2026-09-14,2,Negative,Onboarding,Medium
355,Five stars! The team behind this app really cares.,2025-01-13,4,Positive,Praise,Low
356,First review on the App Store. Seems fine so far.,2025-08-14,3,Neutral,Praise,Low
357,The best $10 I spend every month. Worth every penny.,2025-08-26,4,Positive,Praise,Low
358,The menu structure is a maze. Just let me search directly.,2025-03-19,2,Negative,UX / Design,Medium
359,Great work! Any plans to add keyboard shortcuts? That would be awesome.,2025-03-05,5,Positive,Feature Request,Low
360,Lost all my photos because the app crashed mid-view history. Unacceptable.,2025-05-04,1,Negative,Bug / Crash,Critical
361,Great app! Would be even better with custom themes support.,2026-01-11,5,Positive,Feature Request,Medium
362,Five stars! The team behind this app really cares.,2026-12-20,4,Positive,Praise,Low
363,Can't figure out how to open settings. The UI is not intuitive at all.,2026-03-14,1,Negative,UX / Design,High
364,Takes 54 seconds to load anything. Way too slow.,2025-02-07,3,Negative,Performance,High
365,Decent app. Does what it says.,2025-02-18,4,Neutral,Praise,Low
366,Great work! Any plans to add calendar integration? That would be awesome.,2025-02-26,5,Positive,Feature Request,Low
367,Super intuitive. Figured everything out in 23 minutes.,2025-08-10,3,Positive,Praise,Low
368,First review on the App Store. Seems fine so far.,2026-05-05,3,Neutral,Praise,Low
369,Why is the sign-up process so complicated? Just let me use the app.,2025-04-02,2,Negative,Onboarding,Medium
370,I've tried 32 other apps and this is by far the best one.,2025-08-06,5,Positive,Praise,Low
371,App crashes on startup since the last update. Can't even open it.,2025-05-10,1,Negative,Bug / Crash,Critical
372,App crashes on startup since the last update. Can't even open it.,2025-01-19,1,Negative,Bug / Crash,Critical
373,I've tried 35 other apps and this is by far the best one.,2026-12-19,5,Positive,Praise,Low
374,Lost all my data because the app crashed mid-view history. Unacceptable.,2025-03-12,1,Negative,Bug / Crash,Critical
375,The app works but I wonder if PDF export is on the roadmap.,2025-03-12,3,Neutral,Feature Request,Low
376,It takes forever to upload. Other apps do this instantly.,2025-03-25,2,Negative,Performance,High
377,Constant crashes when using two-factor auth. Very frustrating.,2025-01-10,2,Negative,Bug / Crash,Critical
378,The setup process has way too many steps. Almost gave up.,2025-02-21,2,Negative,Onboarding,Medium
379,App crashes on startup since the last update. Can't even open it.,2025-01-12,2,Negative,Bug / Crash,Critical
380,This is what every app should aspire to be. Perfect.,2025-02-03,3,Positive,Praise,Low
381,This is what every app should aspire to be. Perfect.,2026-10-26,5,Positive,Praise,Low
382,It's OK I guess. Nothing special but it works.,2025-04-09,3,Neutral,Praise,Low
383,Memory usage is insane. My phone heats up every time I use this.,2026-08-28,2,Negative,Performance,High
384,Screen goes black whenever I open settings. Bug has been there for weeks.,2025-10-23,1,Negative,Bug / Crash,Critical
385,The free tier is useless. You basically force people to pay.,2025-10-06,2,Negative,Pricing / Billing,Medium
386,Could you consider adding multi-account? Just a suggestion.,2026-07-11,2,Neutral,Feature Request,Low
387,Recommended this to all my friends. Everyone loves it.,2025-12-05,3,Positive,Praise,Low
388,"Love it, but please add multi-account. That would make it perfect.",2025-08-24,5,Positive,Feature Request,Medium
389,The app works but I wonder if voice input is on the roadmap.,2025-07-28,3,Neutral,Feature Request,Low
390,I still don't understand what half the features do after a week.,2025-11-07,3,Negative,Onboarding,Medium
391,Amazing app! It makes update profile so much easier.,2026-07-13,4,Positive,Praise,Low
392,Screen goes black whenever I save. Bug has been there for weeks.,2025-07-21,3,Negative,Bug / Crash,Critical
393,It works. Not much else to say.,2025-06-26,3,Neutral,Praise,Low
394,It works. Not much else to say.,2025-06-13,3,Neutral,Praise,Low
395,Standard planning app. Nothing stands out.,2025-09-14,2,Neutral,Praise,Low
396,I was charged twice this month. No response from support.,2025-08-27,2,Negative,Pricing / Billing,High
397,It's OK I guess. Nothing special but it works.,2025-06-23,3,Neutral,Praise,Low
398,Colors are ugly and the layout makes no sense.,2025-10-05,1,Negative,UX / Design,Medium
399,It works. Not much else to say.,2025-10-26,3,Neutral,Praise,Low
400,The app is amazing. My only wish is voice input integration.,2025-05-15,4,Positive,Feature Request,Low
401,I've tried 31 other apps and this is by far the best one.,2025-05-23,4,Positive,Praise,Low
402,"Love it, but please add offline mode. That would make it perfect.",2025-01-17,5,Positive,Feature Request,Medium
403,Meh. It's fine for what it is.,2025-04-12,3,Neutral,Praise,Low
404,Super intuitive. Figured everything out in 13 minutes.,2025-05-24,5,Positive,Praise,Low
405,Been using this for 54 months and it just keeps getting better.,2025-07-25,4,Positive,Praise,Low
406,It takes forever to share. Other apps do this instantly.,2025-02-09,2,Negative,Performance,High
407,Five stars! The team behind this app really cares.,2025-08-18,5,Positive,Praise,Low
408,Recommended this to all my friends. Everyone loves it.,2025-12-14,4,Positive,Praise,Low
409,Great app! Would be even better with two-factor auth support.,2025-12-09,5,Positive,Feature Request,Medium
410,The app works but I wonder if voice input is on the roadmap.,2025-02-02,3,Neutral,Feature Request,Low
411,Would love to see voice input in a future update. Otherwise fantastic.,2025-09-16,5,Positive,Feature Request,Low
412,$15/month for this? Are you kidding me?,2025-11-17,1,Negative,Pricing / Billing,High
413,Five stars! The team behind this app really cares.,2025-10-21,5,Positive,Praise,Low
414,The menu structure is a maze. Just let me update profile directly.,2026-06-22,2,Negative,UX / Design,Medium
415,The menu structure is a maze. Just let me sync directly.,2025-10-17,1,Negative,UX / Design,Medium
416,Lost all my settings because the app crashed mid-search. Unacceptable.,2025-11-23,2,Negative,Bug / Crash,Critical
417,Crash after crash after crash. When will you fix this?,2025-11-22,2,Negative,Bug / Crash,Critical
418,App froze and I lost 10 minutes of work. Not cool.,2026-04-18,2,Negative,Bug / Crash,Critical
419,The app works but I wonder if widgets is on the roadmap.,2025-06-14,3,Neutral,Feature Request,Low
420,Outstanding quality. You can tell the developers care about their users.,2025-12-24,4,Positive,Praise,Low
421,Five stars! The team behind this app really cares.,2025-10-21,4,Positive,Praise,Low
422,It takes forever to upload. Other apps do this instantly.,2025-10-08,1,Negative,Performance,High
423,I've tried 16 other apps and this is by far the best one.,2025-12-28,3,Positive,Praise,Low
424,Super intuitive. Figured everything out in 25 minutes.,2026-06-24,5,Positive,Praise,Low
425,$8/month for this? Are you kidding me?,2025-11-15,2,Negative,Pricing / Billing,High
426,This is what every app should aspire to be. Perfect.,2025-04-21,5,Positive,Praise,Low
427,Would be nice to have two-factor auth. Not a dealbreaker though.,2026-04-07,3,Neutral,Feature Request,Low
428,I've tried 32 other apps and this is by far the best one.,2025-03-08,5,Positive,Praise,Low
429,Standard task management app. Nothing stands out.,2026-03-18,4,Neutral,Praise,Low
430,The best $12 I spend every month. Worth every penny.,2025-02-10,5,Positive,Praise,Low
431,It takes forever to save. Other apps do this instantly.,2025-09-11,2,Negative,Performance,High
432,I've tried 24 other apps and this is by far the best one.,2025-05-07,5,Positive,Praise,Low
433,Price went up from $8 to $30 with no new features.,2026-08-22,1,Negative,Pricing / Billing,High
434,App crashes every time I try to view history. Completely unusable.,2025-12-03,1,Negative,Bug / Crash,Critical
435,The new design is terrible. Everything looks the same.,2025-08-20,2,Negative,UX / Design,Medium
436,The search takes 32 seconds to return results. Painfully slow.,2025-08-24,1,Negative,Performance,Medium
437,Five stars! The team behind this app really cares.,2025-01-09,5,Positive,Praise,Low
438,The app is amazing. My only wish is calendar integration integration.,2026-12-14,5,Positive,Feature Request,Low
439,The premium features are not worth the $20/month price tag.,2025-04-15,3,Negative,Pricing / Billing,High
440,It's a planning app. It does planning things.,2025-10-14,2,Neutral,Praise,Low
441,The free tier is useless. You basically force people to pay.,2025-04-04,1,Negative,Pricing / Billing,Medium
442,The free tier is useless. You basically force people to pay.,2025-09-24,1,Negative,Pricing / Billing,Medium
443,Had to watch YouTube videos just to learn basic sign up.,2025-05-28,2,Negative,Onboarding,Medium
444,It does the basics. voice input would be a nice addition.,2025-07-16,3,Neutral,Feature Request,Low
445,Took me 21 minutes just to figure out how to get started.,2025-06-16,1,Negative,Onboarding,Medium
446,Just downloaded it. Will update my review later.,2025-01-06,2,Neutral,Praise,Low
447,Takes 37 seconds to load anything. Way too slow.,2025-09-12,1,Negative,Performance,High
448,$8/month for this? Are you kidding me?,2025-01-17,1,Negative,Pricing / Billing,High
449,Been using this for 7 months and it just keeps getting better.,2025-01-28,5,Positive,Praise,Low
450,It's a organization app. It does organization things.,2025-03-02,2,Neutral,Praise,Low
451,The app works but I wonder if templates is on the roadmap.,2025-09-12,3,Neutral,Feature Request,Low
452,Would love to see offline mode in a future update. Otherwise fantastic.,2025-08-13,5,Positive,Feature Request,Low
453,Recommended this to all my friends. Everyone loves it.,2025-01-25,5,Positive,Praise,Low
454,It takes forever to open settings. Other apps do this instantly.,2026-08-28,1,Negative,Performance,High
455,The menu structure is a maze. Just let me open settings directly.,2025-03-23,1,Negative,UX / Design,Medium
